ABIE/BBIE/ASBIE	Dictionary Entry Name	Definition	Occurrence Min	Occurrence Max
BBIE	Universal_ Communication. Complete Number. Text	The text string of characters that make up the complete number for this universal communication.	0	1
ABIE	Valuation_ Breakdown Statement. Details	A detailed statement of work, prices, and dimensions for this valuation.		
BBIE	Valuation_ Breakdown Statement. Identification. Identifier	The unique identifier for this valuation breakdown statement.	1	1
BBIE	Valuation_ Breakdown Statement. Name. Text	The name, expressed as text, for this valuation breakdown statement.	1	1
BBIE	Valuation_ Breakdown Statement. Description. Text	A textual description of this valuation breakdown statement.	0	unbounded
BBIE	Valuation_ Breakdown Statement. Measurement Method_ Identification. Identifier	A unique identifier of a method of measurement for this valuation breakdown statement.	0	unbounded
BBIE	Valuation_ Breakdown Statement. Creation. Date Time	The date, time, date time, or other date time value of the creation of this valuation breakdown statement.	1	1
BBIE	Valuation_ Breakdown Statement. Default_ Currency. Code	The code specifying the default currency for this valuation breakdown statement.	1	1
BBIE	Valuation_ Breakdown Statement. Default_ Language. Code	The code specifying the default language for this valuation breakdown statement.	1	1
BBIE	Valuation_ Breakdown Statement. Comment. Text	A comment, expressed as text, for this valuation breakdown statement.	0	unbounded
BBIE	Valuation_ Breakdown Statement. Type. Code	A code specifying the type of valuation breakdown statement.	0	unbounded
BBIE	Valuation_ Breakdown Statement. Requested Action. Code	A code specifying the requested action for this valuation breakdown statement.	0	unbounded
BBIE	Valuation_ Breakdown Statement. Price List_ Identification. Identifier	The identifier of a price list for this valuation breakdown statement.	0	1
BBIE	Valuation_ Breakdown Statement. Contractual Language. Code	The code specifying the contractual language for this valuation breakdown statement.	0	1
ASBIE	Valuation_ Breakdown Statement. Item. Grouped_ Work Item	A grouped work item in this valuation breakdown statement.	0	unbounded
ASBIE	Valuation_ Breakdown Statement. Item. Basic_ Work Item	A basic work item in this valuation breakdown statement.	0	unbounded
ASBIE	Valuation_ Breakdown Statement. Total. Calculated_ Price	A total calculated price for this valuation breakdown statement.	0	unbounded
ASBIE	Valuation_ Breakdown Statement. Changed. Recorded_ Status	A changed recorded status for this valuation breakdown statement.	0	unbounded
ASBIE	Valuation_ Breakdown Statement. Creation. Specified_ Binary File	A specified binary file used to create this valuation breakdown statement.	0	unbounded
ASBIE	Valuation_ Breakdown Statement. Reader. Specified_ Binary File	A specified binary file used to read this valuation breakdown statement.	0	unbounded
ASBIE	Valuation_ Breakdown Statement. Referenced. Specified_ Binary File	A specified binary file referenced by this valuation breakdown statement.	0	unbounded
ABIE	Work Item_ Complex Description. Details	An aggregation of descriptive information consisting of different but related characteristics that together constitute a work item complex description.		
BBIE	Work Item_ Complex Description. Abstract. Text	A textual abstract of the content of the work item complex description.	0	unbounded
BBIE	Work Item_ Complex Description. Content. Text	Content, expressed as text, for this work item complex description.	0	unbounded
BBIE	Work Item_ Complex Description. Contractual Language. Code	The code specifying the contractual language for this work item complex description.	0	1
ASBIE	Work Item_ Complex Description. Requesting. Specification_ Query	A requesting specification query for this work item complex description.	0	unbounded
ASBIE	Work Item_ Complex Description. Responding. Specification_ Response	A responding specification response for this work item complex description.	0	unbounded
ASBIE	Work Item_ Complex Description. Subset. Work Item_ Complex Description	The complex description subset for this work item complex description.	0	1
ABIE	Work Item_ Dimension. Details	A measure of spatial extent associated with this work item, such as length, breadth, or height.		
BBIE	Work Item_ Dimension. Identification. Identifier	The unique identifier for this work item dimension.	0	1
BBIE	Work Item_ Dimension. Value. Measure	The measured value for this work item dimension.	1	1
BBIE	Work Item_ Dimension. Description. Text	The textual description of this work item dimension.	0	1
BBIE	Work Item_ Dimension. Type. Code	The code specifying the type of this work item dimension.	1	1
BBIE	Work Item_ Dimension. Contractual Language. Code	The code specifying the contractual language for this work item dimension.	0	1
ASBIE	Work Item_ Dimension. Component. Work Item_ Dimension	A work item component dimension for this work item dimension.	0	unbounded
ABIE	Work Item_ Quantity Analysis. Details	The quantity analysis for this work item.		
BBIE	Work Item_ Quantity Analysis. Identification. Identifier	The unique identifier for this work item quantity analysis.	1	1
BBIE	Work Item_ Quantity Analysis. Actual. Quantity	The actual quantity for this work item quantity analysis.	0	1
BBIE	Work Item_ Quantity Analysis. Description. Text	The textual description of this work item quantity analysis.	0	1
BBIE	Work Item_ Quantity Analysis. Actual Quantity. Percent	The percentage of a total quantity that the actual quantity of this work item quantity analysis represents.	0	1
BBIE	Work Item_ Quantity Analysis. Status. Code	The code specifying the status of this work item quantity analysis, such as partial, approved, not approved.	0	1
BBIE	Work Item_ Quantity Analysis. Type. Code	The code specifying the type of work item quantity analysis.	0	1
BBIE	Work Item_ Quantity Analysis. Primary_ Classification. Code	A code specifying a primary classification value for this work item quantity analysis.	0	unbounded
BBIE	Work Item_ Quantity Analysis. Alternative_ Classification. Code	A code specifying an alternative classification value for this work item quantity analysis.	0	unbounded
BBIE	Work Item_ Quantity Analysis. Contractual Language. Code	The code specifying the contractual language for this work item quantity analysis.	0	1
ASBIE	Work Item_ Quantity Analysis. Actual Quantity. Work Item_ Dimension	A work item dimension of the actual quantity in this work item quantity analysis.	0	unbounded
ASBIE	Work Item_ Quantity Analysis. Breakdown. Work Item_ Quantity Analysis	A quantity analysis breakdown of this work item quantity analysis.	0	unbounded
ASBIE	Work Item_ Quantity Analysis. Changed. Recorded_ Status	A changed recorded status for this work item quantity analysis.	0	unbounded
