level	ref	datatype	occurrence	XPath
3000	4	cbc:ValidatorID	Identifier	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidatorID
3010	4	cbc:ValidationResultCode	Code	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidationResultCode
3020	4	cbc:ValidationDate	Date	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidationDate
3030	4	cbc:ValidationTime	Time	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidationTime
3040	4	cbc:ValidateProcess	Text	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidateProcess
3050	4	cbc:ValidateTool	Text	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidateTool
3060	4	cbc:ValidateToolVersion	Text	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cbc:ValidateToolVersion
3070	4	cac:SignatoryParty	PartyType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty
3080	5	cbc:MarkCareIndicator	Indicator	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:MarkCareIndicator
3090	5	cbc:MarkAttentionIndicator	Indicator	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:MarkAttentionIndicator
3100	5	cbc:WebsiteURI	Identifier	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:WebsiteURI
3110	5	cbc:LogoReferenceID	Identifier	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:LogoReferenceID
3120	5	cbc:EndpointID	Identifier	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:EndpointID
3130	5	cbc:IndustryClassificationCode	Code	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:IndustryClassificationCode
3140	5	cac:PartyIdentification	PartyIdentificationType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyIdentification
3150	5	cac:PartyName	PartyNameType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyName
3160	5	cac:Language	LanguageType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language
3170	5	cac:PostalAddress	AddressType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress
3180	5	cac:PhysicalLocation	LocationType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation
3190	5	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme
3200	5	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyLegalEntity
3210	5	cac:Contact	ContactType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Contact
3220	5	cac:Person	PersonType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person
3230	5	cac:AgentParty	PartyType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:AgentParty
3240	5	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:ServiceProviderParty
3250	5	cac:PowerOfAttorney	PowerOfAttorneyType	0..n	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PowerOfAttorney
3260	5	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount
3270	1	cac:BillingReference	BillingReferenceType	0..n	/Invoice/cac:BillingReference
3280	2	cac:InvoiceDocumentReference	DocumentReferenceType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference
3290	3	cbc:ID	Identifier	1..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:ID
3300	3	cbc:CopyIndicator	Indicator	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:CopyIndicator
3310	3	cbc:UUID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:UUID
3320	3	cbc:IssueDate	Date	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:IssueDate
3330	3	cbc:IssueTime	Time	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:IssueTime
3340	3	cbc:DocumentTypeCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:DocumentTypeCode
3350	3	cbc:DocumentType	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:DocumentType
3360	3	cbc:XPath	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:XPath
3370	3	cbc:LanguageID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:LanguageID
3380	3	cbc:LocaleCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:LocaleCode
3390	3	cbc:VersionID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:VersionID
3400	3	cbc:DocumentStatusCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:DocumentStatusCode
3410	3	cbc:DocumentDescription	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cbc:DocumentDescription
3420	3	cac:Attachment	AttachmentType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment
3430	4	cbc:EmbeddedDocumentBinaryObject	BinaryObject	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject
3440	4	cac:ExternalReference	ExternalReferenceType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference
3450	5	cbc:URI	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI
3460	5	cbc:DocumentHash	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:DocumentHash
3470	5	cbc:HashAlgorithmMethod	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:HashAlgorithmMethod
3480	5	cbc:ExpiryDate	Date	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryDate
3490	5	cbc:ExpiryTime	Time	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryTime
3500	5	cbc:MimeCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:MimeCode
3510	5	cbc:FormatCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:FormatCode
3520	5	cbc:EncodingCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:EncodingCode
3530	5	cbc:CharacterSetCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:CharacterSetCode
3540	5	cbc:FileName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:FileName
3550	5	cbc:Description	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:Attachment/cac:ExternalReference/cbc:Description
3560	3	cac:ValidityPeriod	PeriodType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod
3570	4	cbc:StartDate	Date	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:StartDate
3580	4	cbc:StartTime	Time	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:StartTime
3590	4	cbc:EndDate	Date	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:EndDate
3600	4	cbc:EndTime	Time	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:EndTime
3610	4	cbc:DurationMeasure	Measure	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:DurationMeasure
3620	4	cbc:DescriptionCode	Code	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:DescriptionCode
3630	4	cbc:Description	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:ValidityPeriod/cbc:Description
3640	3	cac:IssuerParty	PartyType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty
3650	4	cbc:MarkCareIndicator	Indicator	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cbc:MarkCareIndicator
3660	4	cbc:MarkAttentionIndicator	Indicator	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cbc:MarkAttentionIndicator
3670	4	cbc:WebsiteURI	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cbc:WebsiteURI
3680	4	cbc:LogoReferenceID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cbc:LogoReferenceID
3690	4	cbc:EndpointID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cbc:EndpointID
3700	4	cbc:IndustryClassificationCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cbc:IndustryClassificationCode
3710	4	cac:PartyIdentification	PartyIdentificationType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyIdentification
3720	5	cbc:ID	Identifier	1..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyIdentification/cbc:ID
3730	4	cac:PartyName	PartyNameType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyName
3740	5	cbc:Name	Name	1..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyName/cbc:Name
3750	4	cac:Language	LanguageType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Language
3760	5	cbc:ID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Language/cbc:ID
3770	5	cbc:Name	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Language/cbc:Name
3780	5	cbc:LocaleCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Language/cbc:LocaleCode
3790	4	cac:PostalAddress	AddressType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress
3800	5	cbc:ID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:ID
3810	5	cbc:AddressTypeCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressTypeCode
3820	5	cbc:AddressFormatCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressFormatCode
3830	5	cbc:Postbox	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Postbox
3840	5	cbc:Floor	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Floor
3850	5	cbc:Room	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Room
3860	5	cbc:StreetName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:StreetName
3870	5	cbc:AdditionalStreetName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AdditionalStreetName
3880	5	cbc:BlockName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BlockName
3890	5	cbc:BuildingName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingName
3900	5	cbc:BuildingNumber	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingNumber
3910	5	cbc:InhouseMail	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:InhouseMail
3920	5	cbc:Department	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Department
3930	5	cbc:MarkAttention	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkAttention
3940	5	cbc:MarkCare	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkCare
3950	5	cbc:PlotIdentification	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PlotIdentification
3960	5	cbc:CitySubdivisionName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CitySubdivisionName
3970	5	cbc:CityName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CityName
3980	5	cbc:PostalZone	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PostalZone
3990	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentity
4000	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentityCode
4010	5	cbc:Region	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Region
4020	5	cbc:District	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:District
4030	5	cbc:TimezoneOffset	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:TimezoneOffset
4040	5	cac:AddressLine	AddressLineType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine
4050	5	cac:Country	CountryType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country
4060	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate
4070	4	cac:PhysicalLocation	LocationType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation
4080	5	cbc:ID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:ID
4090	5	cbc:Description	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Description
4100	5	cbc:Conditions	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Conditions
4110	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentity
4120	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentityCode
4130	5	cbc:LocationTypeCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:LocationTypeCode
4140	5	cbc:InformationURI	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:InformationURI
4150	5	cbc:Name	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Name
4160	5	cac:ValidityPeriod	PeriodType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod
4170	5	cac:Address	AddressType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address
4180	5	cac:SubsidiaryLocation	LocationType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:SubsidiaryLocation
4190	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate
4200	4	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme
4210	5	cbc:RegistrationName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:RegistrationName
4220	5	cbc:CompanyID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:CompanyID
4230	5	cbc:TaxLevelCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:TaxLevelCode
4240	5	cbc:ExemptionReasonCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReasonCode
4250	5	cbc:ExemptionReason	Text	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReason
4260	5	cac:RegistrationAddress	AddressType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress
4270	5	cac:TaxScheme	TaxSchemeType	1..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:TaxScheme
4280	4	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity
4290	5	cbc:RegistrationName	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationName
4300	5	cbc:CompanyID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyID
4310	5	cbc:RegistrationDate	Date	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationDate
4320	5	cbc:RegistrationExpirationDate	Date	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationExpirationDate
4330	5	cbc:CompanyLegalFormCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLegalFormCode
4340	5	cbc:CompanyLegalForm	Text	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLegalForm
4350	5	cbc:SoleProprietorshipIndicator	Indicator	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator
4360	5	cbc:CompanyLiquidationStatusCode	Code	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode
4370	5	cbc:CorporateStockAmount	Amount	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CorporateStockAmount
4380	5	cbc:FullyPaidSharesIndicator	Indicator	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator
4390	5	cac:RegistrationAddress	AddressType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:RegistrationAddress
4400	5	cac:CorporateRegistrationScheme	CorporateRegistrationSchemeType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme
4410	5	cac:ShareholderParty	ShareholderPartyType	0..n	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:ShareholderParty
4420	4	cac:Contact	ContactType	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Contact
4430	5	cbc:ID	Identifier	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Contact/cbc:ID
4440	5	cbc:Name	Name	0..1	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference/cac:IssuerParty/cac:Contact/cbc:Name
