SemSort	BT_ID	PINT_ID	Level	BusinessTerm	ビジネス用語名	Definition	説明	Explanation	追加説明	Example	Card	DataType	Section	Extension	SynSort	XPath	Attributes	Rules	DataType	Cardinality	Alignment
															1960	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country			CountryType	0..1	
															1980	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme			PartyTaxSchemeType	0..n	
															2000	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme			TaxSchemeType	1..1	
															2020	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity			PartyLegalEntityType	0..n	
															2110	/Invoice/cac:PayeeParty/cac:PartyIdentification			PartyIdentificationType	0..n	
															2130	/Invoice/cac:PayeeParty/cac:PartyName			PartyNameType	0..n	
															2160	/Invoice/cac:PayeeParty/cac:PartyLegalEntity			PartyLegalEntityType	0..n	
															2200	/Invoice/cac:TaxRepresentativeParty/cac:PartyName			PartyNameType	0..n	
															2320	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine			AddressLineType	0..n	
															2340	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country			CountryType	0..1	
															2352	/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme			PartyTaxSchemeType	0..n	
															2356	/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme			TaxSchemeType	1..1	
															2380	/Invoice/cac:Delivery/cac:DeliveryLocation			LocationType	0..1	
															2470	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine			AddressLineType	0..n	
															2490	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country			CountryType	0..1	
															2510	/Invoice/cac:Delivery/cac:DeliveryParty			PartyType	0..1	
															2520	/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName			PartyNameType	0..n	
															2610	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch			BranchType	0..1	
															2626	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine			AddressLineType	0..n	
															2628	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country			CountryType	0..1	
															2650	/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID	Syntax requirment		Identifier	1..1	
															2685	/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount			FinancialAccountType	0..1	
															2740	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator	UBL qualifier = false		Indicator	1..1	
															2800	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory			TaxCategoryType	0..n	
															2830	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme			TaxSchemeType	1..1	
															2860	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator	UBL qualifier = true		Indicator	1..1	
															2910	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory			TaxCategoryType	0..n	
															2940	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme			TaxSchemeType	1..1	
															2980	/Invoice/cac:TaxTotal			TaxTotalType	0..n	
															3040	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory			TaxCategoryType	1..1	
															3052	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme			TaxSchemeType	1..1	
															3250	/Invoice/cac:InvoiceLine/cac:OrderLineReference			OrderLineReferenceType	0..n	
															3270	/Invoice/cac:InvoiceLine/cac:DocumentReference			DocumentReferenceType	0..n	
															3500	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification			ItemIdentificationType	0..1	
															3520	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification			ItemIdentificationType	0..1	
										VAT					3567	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme			TaxSchemeType	1..1	
															3570	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification			ItemIdentificationType	0..1	
															3594	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry			CountryType	0..1	
															3740	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge			AllowanceChargeType	0..n	
