Sem Sort,ID,Level,Business term name ,日本語訳,Term semantic definition,説明,Additional explanation,追加説明,Example Value (値の例),Card.,Data Type,Section,BIS Extension,Synt Sort,UBL syntax binding Xpath,selectors,Attributes - adjustments,Codel list,Cardinality,Cardinality Alignment
2860,ibt-143,3,Invoice line charge percentage,請求書明細行の追加請求の率,"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount.",請求書明細行の追加請求基準金額に対して請求書明細行の追加請求金額の計算に使用するパーセント。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,0..1,Percentage,Shared,,3440,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,with cbc:ChargeIndicator = true(),,,0..1,
2840,ibt-141,3,Invoice line charge amount,請求書明細行の追加請求金額(税抜き),"The amount of a charge, without TAX. ",追加請求金額(税抜き)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,1..1,Amount,Shared,,3450,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,with cbc:ChargeIndicator = true(),,,1..1,
2850,ibt-142,3,Invoice line charge base amount,請求書明細行の追加請求の基準金額,"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount.",請求書明細行の追加請求金額を計算するために、請求書明細行の追加請求率が適用される基準金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",CEN/TS 16931−3−3 Table 2では、\nram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmountと対応。\n数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,3460,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,with cbc:ChargeIndicator = true(),,,0..1,
2980,ibg-31,2,ITEM INFORMATION,品目情報,A group of business terms providing information about the goods and services invoiced.,請求される財、サービスに係る情報。,,,,1..1,Group,,,3470,/Invoice/cac:InvoiceLine/cac:Item,,,,1..1,
3000,ibt-154,3,Item description ,品目摘要,A description for an item. ,取引品目を説明した文章。,,,,0..n,Text,Shared,,3480,/Invoice/cac:InvoiceLine/cac:Item/cbc:Description,,,,0..n,
2990,ibt-153,3,Item name ,品名,A name for an item. ,取引品目の品名。,,,原稿用紙（A4）,1..1,Text,Shared,,3490,/Invoice/cac:InvoiceLine/cac:Item/cbc:Name,,,,0..1,CAR-2
,,,,,,,,,,,,,,3500,/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification,,,,0..1,
3020,ibt-156,3,Item Buyer's identifier,買い手による品目ID,"An identifier, assigned by the Buyer, for the item.",買い手が取引品目に割当てたID,,,,0..1,Identifier,Shared,,3510,/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID,,,,1..1,CAR-1
,,,,,,,,,,,,,,3520,/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification,,,,0..1,
3010,ibt-155,3,Item Seller's identifier,売り手による品目ID,"An identifier, assigned by the Seller, for the item.",売り手が取引品目に割当てたID,,,,0..1,Identifier,Shared,,3530,/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID,,,,1..1,CAR-1
,,,,,,,,,,,,,,3565,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme,,,,0..1,
,,,,,,,,,,,,,,3570,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification,,,,0..1,
3030,ibt-157,3,Item standard identifier,品目標準ID,An item identifier based on a registered scheme.,登録されているスキーマに基づいた品目ID。,,,,0..1,Identifier,Shared,,3580,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID,,,,1..1,CAR-1
3040,ibt-157-1,4,Scheme identifier,スキーマID,The identification scheme shall be identified from the entries of the list published by the ISO/IEC 6523 maintenance agency.,ISO/IEC 6523 で公開されているエントリの一覧から選択した、品目標準IDのスキーマID。,,,,1..1,Scheme identifier of Identifier,Shared,,3590,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID,,,ICD,-,
,,,,,,,,,,,,,,3594,/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry,,,,0..1,
3080,ibt-159,3,Item country of origin,品目の原産国,The code identifying the country from which the item originates.,品目の原産国を識別するコード。,,,,0..1,Code,Shared,,3596,/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode,,,ISO3166,0..1,
,,,,,,,,,,,,,,3600,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification,,,,0..n,
3050,ibt-158,3,Item classification identifier,品目分類ID,A code for classifying the item by its type or nature.,種類や性質によって品目を分類するコード。,,分類コードは、さまざまな目的で類似したアイテムをグループ化できるようにするために使用。公共調達（CPV、eコマース（UNSPSC）など。,,0..n,Identifier,Shared,,3610,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode,,,,0..1,CAR-4
3060,ibt-158-1,4,Scheme identifier,スキーマID,The identification scheme shall be chosen from the entries in UNTDID 7143 [6].,品目分類IDの識別スキーマID。,,UNTDID 7143 [6] の中から選択しなければならない。,,1..1,Scheme identifier of Identifier,Shared,,3620,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID,,,UNCL7143,-,
3070,ibt-158-2,4,Scheme version identifier,スキーマのバージョンID,,スキーマのバージョン。,,,,0..1,Scheme version identifier of Identifier,Shared,,3630,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID,,,,-,
2950,ibg-30,2,LINE TAX INFORMATION,請求書明細行税情報,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,請求書明細行で請求される財、サービスに適用される消費税に係る情報。,,,,1..n,Group,Aligned,Cardinality from 1..1 to 1..n,3640,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory,,,,0..n,CAR-2
2960,ibt-151,3,Invoiced item TAX category code,請求される品目に対する課税分類コード,The TAX category code for the invoiced item.,請求される品目に対して適用される課税分類コード。,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",S,1..1,Code,Aligned,,3641,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID,,,UNCL5305,0..1,CAR-2
2970,ibt-152,3,Invoiced item TAX rate,請求される品目に対する税率,"The TAX rate, represented as percentage that applies to the invoiced item.",請求される品目に対して適用される税率で、パーセントで表現。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,10,0..1,Percentage,Aligned,,3642,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent,,,,0..1,
2974,ibt-166,3,Unit TAX,単位税額,A TAX amount that applied to each item unit.,品目単位に適用される消費税額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Aligned,Added,3643,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount,,,,0..1,
2972,ibt-186,3,TAX exemption reason code,非課税理由コード,A coded statement of the reason for why the line amount is exempted from TAX.,非課税または課税されない理由をテキストで表現。,,,,0..1,Text,Aligned,Added,3645,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReason,,,,0..n,CAR-3
2971,ibt-185,3,TAX exemption reason text,非課税理由テキスト,A textual statement of the reason why the line amount is exempted from TAX or why no TAX is being charged,非課税または課税されない理由をコードで表現。,,,,0..1,Code,Aligned,Added,3650,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReasonCode,,,,0..1,
2976,ibt-167,3,Tax Scheme,税スキーマ,A code indicating the type of tax,税の種類を示すコード。,"""VAT"" is used for Japan Consumption Tax.",日本の消費税については、VAT を使用する。,,0..1,Scheme identifier of Identifier,Aligned,Added,3657,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID,,,,0..1,
3090,ibg-32,3,ITEM ATTRIBUTES,品目属性,A group of business terms providing information about properties of the goods and services invoiced.,品目およびサービスのプロパティに関する情報,,,,0..n,Group,,,3660,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty,,,,0..n,
3100,ibt-160,4,Item attribute name,品目属性名,The name of the attribute or property of the item. ,品目の属性またはプロパティの名称。,"(Example) Size, Color, Counting way in Japanese",(例) サイズ、色、数え方(日本語),数量単位,1..1,Text,Shared,,3670,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name,,,,1..1,
3110,ibt-161,4,Item attribute value ,品目属性値,The value of the attribute or property of the item. ,品目の属性またはプロパティの値。,"(Example) SML, Red Blue Green, MAI",(例) SML、赤青緑、枚,枚,1..1,Text,Shared,,3680,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value,,,,0..1,CAR-2
2890,ibg-29,2,PRICE DETAILS,取引価格詳細,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,請求書明細行で請求される財、サービスに適用される価格に係る情報,,,,1..1,Group,,,3690,/Invoice/cac:InvoiceLine/cac:Price,,,,0..1,CAR-2
2900,ibt-146,3,Item net price,品目単価(値引後)(税抜き),"The price of an item, exclusive of TAX, after subtracting item price discount.",値引/割引金額を差し引いた後の、消費税を除く品目単価。,"In the numerical representation, for data type unit, the decimal point is . (period), and the integer part is not separated by 1000 units.",jbt-146 = jbt-148 品目単価(値引/割引前)(税抜き) - jbt-147 品目単価値引/割引(税抜き)欧州規格は税抜き。ビジネスルールをXML Schematronで検証するときの記述を明瞭にするため税抜きと税込みを別項目として定義する。数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。,30,1..1,Unit Price Amount,Shared,,3710,/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount,,,,1..1,
2930,ibt-149,3,Item price base quantity,品目単価基準数量,The number of item units to which the price applies. ,単価が適用される品目単位の数。,"In the numerical representation, for data type quantity, the decimal point is . (period), and the integer part is not separated by 1000 units.",【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがDZNであれば、jbt-149 品目単価基準数量は、1\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがEAであれば、jbt-149品目単価基準数量は、12\n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。,1,0..1,Quantity,Shared,,3720,/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity,,,,0..1,
2940,ibt-150,3,Item price base quantity unit of measure code,品目単価基準数量の数量単位コード,The unit of measure that applies to the Item price base quantity.,品目単価基準数量に適用される単位。,,【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードは、DZN（ダース）\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードは、EA（個）,XST,0..1,Code,Shared,,3730,/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode,,,UNECERec20,-,
,,,,,,,,,,,,,,3740,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()],,,,#N/A,
,,,,,,,,,,,,,,3745,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,Only allowed = false(),Only allowed = false,,1..1,
2910,ibt-147,3,Item price discount,品目単価値引(税抜き),The total discount subtracted from the Item gross price to calculate the Item net price.,品目単価(値引/割引後)(税抜き)を計算するために、品目単価(値引/割引前)(税抜き)から差し引かれる値引/割引。,"In the numerical representation, for data type unit, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。,,0..1,Unit Price Amount,Shared,,3750,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,with cbc:ChargeIndicator = false(),,,1..1,CAR-1
2920,ibt-148,3,Item gross price,品目単価(値引前)(税抜き),"The unit price, exclusive of TAX, before subtracting Item price discount.",値引/割引(税抜き)を差し引く前の、品目単価(税抜き)。,"In the numerical representation, for data type unit, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。,,0..1,Unit Price Amount,Shared,,3760,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,with cbc:ChargeIndicator = false(),,,0..1,
1200,ibg-01,1,INVOICE NOTE,請求書注釈,"A group of business terms providing textual notes that are relevant for the invoice, together with an indication of the note subject.",請求書についての注釈。,,,,0..n,Group,,,,,,,,,
1230,ibg-02,1,PROCESS CONTROL,プロセスコントロール,A group of business terms providing information on the business process and rules applicable to the Invoice document.,取引プロセスに関する情報。請求書に適用するビジネスプロセス及びルールについての情報。,,,,1..1,Group,,,,,,,,,
2441,ibt-194,2,Invoice total amount without TAX in national currency .,会計通貨での請求書合計金額(税抜き),The total amount without Tax expressed in the accounting currency.,,,,,0..1,Amount,Aligned,,,,,,,,
2442,ibt-195,2,Invoice total amount with TAX in national currency.,会計通貨での請求書合計金額(税込み),The total amount with Tax expressed in the accounting currency.,,,,,0..1,Amount,Aligned,,,,,,,,
2443,ibt-196,2,Tax evidence indicator,0,???,,,,,0..1,Indicator,Aligned,,,,,,,,
